STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,SNOW,SNWD,TMAX,TMIN
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/1/1970,0,8,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/2/1970,0,8,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/3/1970,0,8,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/4/1970,0,7,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/5/1970,0,7,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/6/1970,0,5,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/7/1970,3,8,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/8/1970,1,9,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/9/1970,0,9,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/10/1970,0,9,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/11/1970,0,8,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/12/1970,2,10,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/13/1970,0,9,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/14/1970,0,9,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/15/1970,0,9,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/16/1970,0,8,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/17/1970,0,8,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/18/1970,0,5,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/19/1970,0,5,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/20/1970,0,5,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/21/1970,1,6,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/22/1970,0,6,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/23/1970,0,6,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/24/1970,0,5,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/25/1970,1,5,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/26/1970,0,4,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/27/1970,0,3,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/28/1970,0,3,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/29/1970,0,2,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/30/1970,0,1,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,1/31/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/1/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/2/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/3/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/4/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/5/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/6/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/7/1970,0,0,,
USC00367846,"SAXTON 1 W, PA US",40.2173,-78.254,253,2/8/1970,1,1,,
